Gender,Age,Annual_Income,Employment_Status,Years_of_Employment,Education_Level,Marital_Status,Number_of_Dependents,Existing_Loan_Amount,Monthly_Income,Credit_Score,Loan_Status,Credit_History,Number_of_Credit_Inquiries,Debt_to_Income_Ratio,Approval_Status
Male,24,57328.76,Employed,0.8,Bachelor,Married,1,7651.45,4668.44,665.0,Active,No History,2,0.2549,Approved
Female,56,61103.15,Employed,14.7,Master,Divorced,3,30019.6,4962.24,491.0,Active,Poor,2,0.7611,Approved
Female,22,31011.11,Retired,0.7,Bachelor,Single,4,12013.15,2429.33,693.0,None,Average,6,0.4459,Rejected
Male,49,60530.2,Employed,0.0,PhD,Married,4,10347.07,4521.68,836.0,None,No History,2,0.3602,Approved
Male,33,92211.05,Employed,13.9,Bachelor,Single,3,33469.72,6843.05,440.0,Active,Average,5,0.4987,Approved
Female,61,137164.79,Employed,0.1,Bachelor,Divorced,4,20038.47,10669.9,677.0,Closed,Average,0,0.2005,Approved
Female,48,65775.08,Employed,2.4,High School,Single,1,7743.27,5026.76,679.0,None,Average,7,0.3655,Rejected
Male,36,43705.08,Employed,11.8,Master,Single,1,16489.87,3384.07,517.0,Closed,Good,0,0.6158,Approved
Male,35,42754.05,Employed,3.4,PhD,Single,2,7861.93,3391.66,707.0,None,Average,7,0.3858,Approved
Female,56,104187.37,Employed,4.1,Master,Married,3,15168.54,8002.31,633.0,None,Good,1,0.3525,Rejected
Male,42,86476.64,Employed,1.8,High School,Married,1,34121.45,6794.48,756.0,None,Good,2,0.5712,Approved
Male,30,63484.13,Retired,0.2,Master,Single,4,9420.92,4769.79,688.0,Active,Good,5,0.3359,Approved
Female,21,73471.21,Unemployed,1.3,Master,Single,1,13987.73,5831.91,768.0,None,Good,7,0.4699,Approved
Female,34,33375.21,Employed,7.8,High School,Single,0,11009.56,2561.92,626.0,Default,Good,3,0.4147,Approved
Female,32,60893.09,Employed,7.2,PhD,Married,0,26857.38,4791.58,685.0,Closed,Average,1,0.7298,Approved
Male,56,23303.2,Employed,8.5,Master,Divorced,4,5868.65,1748.47,656.0,Default,Poor,5,0.5358,Approved
Male,27,106559.93,Employed,3.1,Master,Married,4,39254.58,7788.95,633.0,Active,Good,3,0.3785,Approved
Female,52,80268.28,Unemployed,1.8,Master,Married,4,36682.53,6335.89,586.0,None,Good,5,0.6471,Rejected
Female,25,144755.05,Employed,7.0,Other,Married,2,37446.7,11274.69,465.0,Closed,Poor,5,0.3402,Rejected
Male,46,101777.49,Retired,2.0,Other,Divorced,3,4493.4,7870.87,638.0,None,Poor,3,0.3279,Approved
Female,44,133997.19,Self-Employed,17.9,Bachelor,Single,3,9471.95,9543.59,679.0,None,Good,7,0.3407,Rejected
Male,34,30206.46,Employed,3.4,High School,Married,1,514.99,2451.21,807.0,None,Good,1,0.1735,Approved
Male,50,112265.59,Employed,1.2,High School,Single,4,10754.7,9091.4,694.0,Active,Good,7,0.3663,Approved
Male,34,,Employed,7.6,PhD,Divorced,0,14604.51,3131.62,495.0,None,Good,3,0.5722,Approved
Female,61,109680.71,Self-Employed,9.3,High School,Divorced,4,43715.38,8192.73,635.0,None,Average,3,0.4791,Approved
Female,31,148212.48,Employed,2.4,Bachelor,Married,0,1732.42,12350.86,679.0,Active,No History,2,0.2872,Approved
Male,47,49746.01,Employed,0.4,Master,Single,4,6932.8,3687.04,691.0,None,Average,3,0.143,Rejected
Female,36,135078.2,Retired,5.0,Master,Single,0,44236.51,9803.77,741.0,Default,Good,0,0.3985,Rejected
Female,28,22896.72,Employed,4.3,PhD,Single,4,7684.46,1881.77,704.0,Closed,Good,1,0.3791,Approved
Male,24,73045.88,Employed,4.9,Bachelor,Divorced,3,4934.05,5640.44,642.0,None,Average,2,0.2358,Rejected
Female,61,95606.41,Employed,1.7,Bachelor,Married,4,13470.25,6988.47,725.0,Closed,Poor,7,0.1521,Approved
Male,42,55616.02,Retired,1.5,Master,Single,2,18013.22,4061.31,682.0,None,Poor,3,0.468,Rejected
Male,35,40586.08,Employed,3.6,Master,Divorced,4,7985.6,2971.62,642.0,Active,Average,3,0.212,Approved
Male,56,107242.23,Employed,2.8,Bachelor,Married,3,4179.77,7618.72,607.0,None,Poor,6,0.1537,Approved
Female,61,44735.76,Self-Employed,2.1,Bachelor,Single,4,22123.49,3254.14,599.0,None,Poor,7,0.585,Rejected
Female,47,129239.53,Employed,2.9,Bachelor,Married,4,19448.97,9565.49,669.0,Closed,Good,2,,Approved
Male,63,113944.54,Employed,0.1,High School,Married,2,6781.21,8194.71,709.0,Closed,Poor,4,0.2348,Rejected
Male,46,95753.43,Employed,0.6,Bachelor,Single,0,10025.18,7627.56,684.0,Closed,Good,5,0.3764,Approved
Male,37,78606.52,Self-Employed,0.6,PhD,Married,0,12268.07,5695.51,747.0,None,Average,7,0.1844,Approved
Female,24,71846.8,Unemployed,6.0,Bachelor,Married,2,8071.79,5839.27,648.0,Active,Average,0,0.1679,Approved
Female,29,66784.14,Employed,3.6,Master,Married,3,4847.32,4959.45,473.0,None,Poor,3,0.1844,Approved
Female,24,89873.46,Employed,4.5,Bachelor,Married,4,2288.36,6926.05,689.0,None,Good,4,0.1901,Approved
Male,39,58435.61,Employed,6.8,High School,Single,3,25791.26,4805.41,558.0,Active,Average,6,0.5184,Rejected
Female,28,62933.57,Employed,3.5,High School,Divorced,0,25120.35,4783.75,492.0,Closed,Average,2,0.4443,Approved
Female,30,83289.61,Employed,6.1,High School,Single,1,9667.38,6737.31,532.0,None,No History,7,0.1777,Approved
Male,43,126059.09,Self-Employed,1.0,High School,Single,1,41745.45,9550.35,659.0,Active,Good,5,0.3352,Approved
Female,59,64913.05,Employed,11.6,Master,Married,3,18383.03,4965.58,686.0,Active,Good,1,0.3412,Approved
Female,46,46889.06,Employed,3.6,High School,Single,1,20809.1,3890.69,652.0,None,Good,1,0.6082,Approved
Male,39,92302.11,Employed,1.2,PhD,Married,3,40126.35,7275.46,639.0,None,Average,5,0.6601,Rejected
Female,55,87623.32,Employed,8.9,PhD,Divorced,3,979.9,6444.5,676.0,None,No History,1,0.0155,Approved
Male,41,93107.71,Self-Employed,11.1,Master,Single,4,16146.89,7713.3,676.0,None,Good,2,0.2463,Approved
Male,61,116418.07,Employed,0.4,Bachelor,Married,1,9325.36,8460.98,618.0,Default,Poor,5,0.3655,Approved
Female,36,62317.34,Employed,3.9,Bachelor,Divorced,3,12964.51,4622.57,535.0,Closed,No History,7,0.2651,Approved
Male,49,85934.95,Employed,1.1,Bachelor,Single,0,5364.17,6336.99,715.0,Default,Good,3,0.0721,Approved
Female,50,94761.14,Employed,12.2,High School,Married,4,17367.9,7021.16,465.0,Default,Average,3,0.4071,Approved
Female,47,131998.66,Retired,25.6,Master,Single,3,5764.91,9424.31,548.0,Active,Good,6,0.2432,Approved
Male,55,114362.41,Employed,6.7,Bachelor,Single,3,24479.43,9461.42,673.0,Closed,Average,4,0.4915,Rejected
Male,44,54100.54,Employed,2.3,Bachelor,Single,2,22453.7,4430.42,736.0,None,Good,6,0.4436,Approved
Female,41,146323.18,Unemployed,7.3,High School,Married,1,42212.16,10633.61,749.0,None,Good,3,0.4525,Approved
Female,44,34378.75,Unemployed,3.1,PhD,Married,0,10102.4,2807.65,605.0,Closed,Good,1,0.4405,Approved
Male,59,107771.12,Employed,2.2,PhD,Single,4,41496.49,8388.99,654.0,Active,Good,7,0.5171,Approved
Female,49,75174.49,Employed,4.7,Master,Single,0,17832.26,5432.79,675.0,Default,Average,6,0.3273,Approved
Female,49,94499.19,Unemployed,13.3,Bachelor,Married,0,44896.07,6800.74,570.0,None,Poor,7,0.5151,Rejected
Female,32,27346.42,Self-Employed,11.3,Bachelor,Single,0,5758.07,2145.29,809.0,Active,No History,2,0.4975,Approved
Male,36,60679.38,Employed,6.0,Bachelor,Single,0,2662.66,4599.74,705.0,None,Good,0,0.1322,Rejected
Female,45,118629.38,Unemployed,8.9,Master,Married,0,51483.95,9389.6,596.0,None,Good,6,0.6223,Rejected
Male,64,145715.86,Employed,4.9,Bachelor,Single,1,66734.52,10646.94,621.0,Active,Average,0,0.6071,Approved
Female,42,107182.91,Self-Employed,0.5,Bachelor,Married,1,17144.07,8458.87,706.0,None,No History,6,0.3854,Rejected
Female,64,107961.63,Retired,2.2,Bachelor,Single,2,38210.82,7934.68,588.0,None,Good,6,0.5545,Rejected
Female,43,,Employed,0.1,Master,Single,0,7122.94,2223.31,691.0,Default,Poor,0,0.3253,Approved
Female,41,45925.75,Employed,3.6,High School,Married,2,17341.23,3810.54,732.0,None,Poor,5,0.6358,Approved
Female,64,59943.15,Employed,2.5,Bachelor,Married,0,1407.29,4594.78,678.0,Active,Average,5,0.3158,Approved
Female,33,108430.71,Employed,15.0,Master,Divorced,0,34952.46,8501.31,687.0,None,No History,3,0.3927,Approved
Male,24,113390.76,Retired,2.5,Bachelor,Married,4,22438.38,8839.89,804.0,None,Good,4,0.4549,Rejected
Male,61,117638.41,Employed,2.3,Bachelor,Divorced,0,11719.87,8620.51,625.0,Closed,Good,5,0.3336,Approved
Female,32,147160.39,Employed,3.4,Bachelor,Divorced,0,72518.78,12258.77,611.0,Active,Good,2,0.5577,Rejected
Female,43,88704.08,Employed,1.3,Master,Married,0,32351.26,6750.52,761.0,Active,Good,0,0.638,Approved
Male,21,81098.71,Employed,1.5,High School,Single,4,17427.09,5913.59,792.0,None,Good,3,0.4433,Approved
Female,32,113389.18,Employed,4.7,Other,Divorced,4,34464.87,8558.14,752.0,None,Poor,2,0.4578,Approved
Male,30,60352.04,Employed,5.7,High School,Married,2,1553.33,4630.36,606.0,Active,Poor,1,0.3256,Approved
Female,41,127682.41,Employed,1.8,Bachelor,Single,4,54547.23,9786.33,525.0,None,Average,4,0.5108,Rejected
Female,28,116529.83,Retired,3.6,High School,Divorced,4,1276.06,9559.45,684.0,None,Good,7,0.1938,Approved
Male,21,43702.74,Self-Employed,3.0,Master,Divorced,3,2134.94,3421.82,595.0,None,Average,4,0.2782,Approved
Male,52,84661.79,Employed,15.6,Other,Divorced,2,36534.69,6556.0,644.0,Active,Average,6,0.5855,Rejected
Male,38,144207.84,Self-Employed,9.2,Master,Single,3,15534.36,10216.95,637.0,None,Good,1,0.1793,Approved
Male,41,94604.61,Employed,0.2,High School,Married,0,34591.72,6989.09,484.0,None,Good,0,0.6183,Approved
Male,39,26355.47,Retired,3.3,Bachelor,Divorced,0,2811.74,2164.25,559.0,None,Good,0,0.3725,Approved
Female,25,34064.27,Retired,5.9,Bachelor,Single,3,1358.43,2760.54,595.0,None,Average,5,0.205,Approved
Female,36,42245.91,Employed,5.7,Master,Married,4,20816.29,3474.85,745.0,Default,Good,1,0.6906,Approved
Male,38,108832.31,Employed,20.0,Bachelor,Married,4,5318.99,8039.17,679.0,Default,Good,5,0.109,Approved
Male,21,57956.88,Unemployed,3.0,Master,Single,4,8753.6,4772.23,656.0,None,Poor,6,0.3618,Rejected
Female,64,109236.44,Retired,7.2,Bachelor,Married,4,4756.93,8750.7,604.0,Default,Good,0,0.2817,Approved
Male,23,94532.35,Employed,2.3,Other,Single,1,307.64,6740.34,752.0,Closed,Average,7,0.1347,Approved
Male,55,32585.57,Retired,17.3,Master,Married,3,9640.27,2520.05,764.0,None,Good,4,0.438,Approved
Female,54,94851.53,Employed,18.3,PhD,Single,4,34508.28,7877.09,661.0,Closed,Good,3,0.6047,Approved
Female,26,41322.83,Employed,4.7,Bachelor,Single,3,14845.91,3105.81,616.0,None,Poor,2,0.6558,Approved
Male,28,106887.24,Unemployed,0.4,High School,Married,3,9513.82,7985.78,617.0,Active,Average,6,0.2686,Rejected
Female,28,51658.68,Employed,3.7,Bachelor,Single,1,3910.83,4260.76,626.0,Active,Good,1,0.1842,Approved
Male,40,115031.35,Retired,5.5,PhD,Married,2,28141.23,8258.23,549.0,None,Poor,6,0.3463,Rejected
Male,63,84297.62,Unemployed,1.6,High School,Divorced,4,37874.79,6913.89,778.0,None,Good,1,0.5062,Approved
Female,39,83471.35,Employed,7.0,High School,Married,1,8431.35,6182.68,574.0,None,Good,2,0.3641,Approved
Male,29,68678.48,Employed,1.8,High School,Divorced,1,29683.79,5714.43,706.0,None,Average,7,0.6782,Rejected
Female,40,68297.54,Employed,7.5,High School,Married,4,6558.0,5016.08,641.0,Active,Good,4,0.2734,Approved
Female,39,21326.54,Employed,9.4,Other,Single,3,6642.55,1587.36,651.0,Active,Poor,1,0.5899,Approved
Female,37,92450.37,Unemployed,9.0,Master,Single,4,38871.16,6728.89,660.0,None,Good,5,0.4753,Approved
Female,40,42079.13,Employed,1.1,Master,Single,1,17340.87,3036.52,613.0,Closed,No History,4,0.6444,Rejected
Female,36,135078.2,Retired,5.0,Master,Single,0,44236.51,9803.77,741.0,Default,Good,0,0.3985,Rejected
Female,45,92287.45,Employed,3.4,Master,Divorced,0,25111.42,6914.23,810.0,None,Good,3,0.3393,Approved
Male,23,24384.91,Employed,0.3,Bachelor,Single,1,4695.32,1895.27,613.0,None,Average,0,0.2363,Approved
Female,49,119734.48,Self-Employed,10.3,Bachelor,Single,0,45994.41,9082.75,833.0,None,Good,0,0.485,Approved
Female,30,149701.2,Employed,12.0,Master,Married,3,49456.44,12428.68,643.0,Closed,Average,5,0.3953,Approved
Male,39,26355.47,Retired,3.3,Bachelor,Divorced,0,2811.74,2164.25,559.0,None,Good,0,0.3725,Approved
Male,57,133765.73,Employed,4.1,Master,Divorced,1,22799.23,9519.55,603.0,Closed,Poor,5,0.2498,Approved
Male,33,113353.23,Employed,14.8,Bachelor,Married,1,50432.91,8853.06,705.0,Active,Average,4,0.497,Approved
Female,22,119119.63,Employed,2.1,Master,Single,4,6589.21,9743.14,617.0,None,Average,3,0.1924,Approved
Female,30,83804.94,Unemployed,12.0,High School,Married,0,7450.4,6405.59,753.0,Active,Average,0,0.127,Approved
Male,41,125919.93,Employed,4.3,Bachelor,Single,0,40803.54,9585.32,646.0,None,No History,5,0.494,Approved
Female,24,112602.47,Employed,2.6,High School,Married,0,53604.49,8306.97,763.0,None,Good,6,0.5844,Approved
Female,38,139798.49,Self-Employed,6.0,Bachelor,Single,3,2819.46,10840.05,726.0,Active,Good,7,0.1328,Rejected
Female,32,60893.09,Employed,7.2,PhD,Married,0,26857.38,4791.58,685.0,Closed,Average,1,0.7298,Approved
Male,56,130302.69,Unemployed,1.5,Master,Single,3,23244.08,10705.48,823.0,Default,No History,6,0.3294,Approved
Female,46,46889.06,Employed,3.6,High School,Single,1,20809.1,3890.69,652.0,None,Good,1,0.6082,Approved
Female,45,118629.38,Unemployed,8.9,Master,Married,0,51483.95,9389.6,596.0,None,Good,6,0.6223,Rejected
Male,55,58065.67,Employed,2.4,Bachelor,Single,2,9578.8,4616.39,631.0,None,Good,1,0.4408,Approved
Female,50,40879.82,Retired,1.9,Master,Single,3,11001.17,3394.44,717.0,Active,Average,4,0.4429,Rejected
